#dt, x, y, z
926290883, 590, -450, 704
926323879, 586, -458, 686
926356883, 586, -453, 697
926389879, 576, -450, 706
926422883, 560, -451, 710
926455879, 559, -446, 713
926488883, 568, -446, 712
926521888, 580, -447, 705
926554883, 590, -449, 699
926587879, 582, -456, 697
926620883, 574, -452, 702
926653879, 565, -450, 703
926686883, 569, -446, 714
926719879, 570, -446, 708
926752883, 574, -452, 700
926785879, 589, -454, 699
926818883, 596, -454, 702
926851888, 577, -451, 698
926884883, 560, -450, 705
926917879, 557, -449, 709
926950883, 571, -444, 720
926983879, 587, -449, 703
927016883, 587, -454, 691
927049879, 589, -462, 689
927082883, 577, -447, 708
927115879, 568, -452, 703
927148883, 564, -446, 711
927181888, 567, -448, 712
927214883, 576, -446, 704
927247879, 590, -456, 693
927280883, 598, -456, 696
927313879, 580, -449, 701
927346883, 567, -453, 699
927379879, 568, -449, 712
927412869, 583, -448, 712

