#dt, x, y, z
789464821, 539, 901, 10
789497817, 497, 902, -14
789530817, 482, 892, -36
789563813, 461, 867, -73
789596817, 454, 860, -90
789629813, 468, 863, -84
789662817, 505, 852, -70
789695813, 524, 855, -59
789728817, 531, 856, -54
789761813, 552, 860, -40
789794817, 560, 857, -31
789827813, 557, 851, -37
789860817, 543, 838, -67
789893813, 536, 846, -74
789926817, 540, 846, -70
789959813, 556, 845, -48
789992817, 559, 847, -45
790025813, 551, 851, -50
790058817, 550, 852, -56
790091813, 553, 847, -54
790124817, 555, 843, -56
790157813, 550, 848, -47
790190817, 548, 855, -48
790223813, 536, 857, -45
790256817, 536, 849, -53
790289813, 533, 851, -59
790322817, 530, 856, -60
790355813, 523, 861, -60
790388817, 520, 863, -60
790421813, 529, 853, -62
790454817, 539, 838, -83
790487813, 609, 814, -105
790520817, 710, 809, -111
790553813, 842, 862, -33
790586817, 1194, 740, -56
790619813, 1210, 673, -175
790652817, 1179, 772, -87
790685813, 1107, 894, -3
790718817, 1070, 974, 252
790751817, 1037, 966, 311
790784821, 1043, 886, 414
790817817, 1040, 902, 643
790850821, 969, 937, 744
790883817, 889, 821, 816
790916821, 697, 659, 743
790949817, 593, 549, 645
790982821, 474, 321, 658
791015817, 417, 179, 700
791048821, 350, 107, 691
791081817, 286, -34, 631
791114821, 292, -213, 636
791147817, 247, -331, 565
791180821, 120, -376, 512
791213817, 136, -405, 465
791246821, 299, -579, 336
791279817, 598, -712, 294
791312821, 653, -648, 311
791345817, 683, -760, -94
791378817, 505, -654, -373
791411813, 454, -612, -451
791444817, 321, -630, -578
791477813, -14, -490, -722
791510817, -223, -408, -829
791543813, -289, -280, -738
791576817, -327, -240, -772
791609813, -395, -228, -851
791642817, -539, -111, -812
791675813, -553, 26, -643
791708817, -538, 31, -676
791741813, -628, 37, -789
791774817, -647, 37, -715
791807813, -591, 58, -671
791840817, -663, 134, -676
791873813, -676, 127, -700
791906817, -622, 115, -673
791939813, -656, 145, -667
791972817, -673, 158, -669
792005813, -704, 197, -649
792038817, -674, 183, -663
792071813, -675, 178, -688
792104817, -716, 161, -766
792137813, -672, 176, -669
792170817, -709, 197, -686
792203813, -701, 168, -739
792236817, -699, 165, -718
792269813, -717, 183, -686
792302817, -718, 202, -565
792335813, -697, 228, -502
792368817, -631, 226, -489
792401813, -524, 156, -533
792434817, -478, 126, -651
792467813, -341, 51, -586
792500817, -48, -52, -305
792533813, 108, -45, -248
792566817, 433, -167, -255
792599813, 742, -191, -136
792632817, 813, -197, -105
792665813, 742, -76, -106
792698817, 575, 159, -77
792731813, 504, 347, -55
792764817, 754, 645, 109
792797817, 987, 859, 280
792830821, 1071, 1023, 330
792863817, 1334, 1282, 356
792896821, 1391, 1343, 296
792929817, 1341, 1355, 228
792962821, 1254, 1380, 59
792995817, 1249, 1253, 2
793028821, 1256, 1175, 30
793061817, 1233, 976, 104
793094821, 1191, 891, 73
793127817, 984, 888, -23
793160817, 662, 941, -240
793193813, 545, 967, -308
793226817, 494, 873, -349
793259813, 509, 803, -330
793292817, 495, 830, -317
793325813, 410, 915, -378
793358817, 399, 923, -374
793391813, 397, 930, -316
793424817, 410, 990, -165
793457813, 373, 1015, -68
793490817, 347, 1010, -59
793523813, 318, 1024, -58
793556817, 321, 998, -67
793589813, 325, 988, -81
793622817, 313, 969, -95
793655813, 327, 906, -123
793688817, 342, 887, -131
793721813, 350, 885, -140
793754817, 356, 890, -157
793787813, 366, 927, -165
793820817, 378, 940, -172
793853813, 391, 911, -168
793886817, 407, 855, -159
793919813, 411, 848, -156
793952817, 418, 871, -159
793985813, 415, 930, -172
794018817, 393, 940, -193
794051813, 394, 927, -200
794084817, 415, 872, -185
794117813, 440, 841, -194
794150817, 463, 853, -207
794183813, 474, 918, -224
794216817, 462, 982, -195
794249813, 500, 975, -175
794282817, 583, 899, -171
794315813, 600, 877, -207
794348817, 549, 851, -232
794381813, 477, 846, -245
794414817, 460, 833, -224
794447813, 446, 822, -205
794480817, 435, 879, -167
794513813, 423, 912, -154
794546817, 440, 899, -138
794579813, 464, 857, -125
794612817, 457, 856, -127
794645813, 427, 873, -150
794678817, 408, 890, -160
794711813, 403, 900, -148
794744817, 400, 908, -132
794777813, 412, 902, -152
794810817, 414, 897, -170
794843813, 419, 869, -201
794876817, 419, 857, -215
794909813, 400, 867, -212
794942817, 390, 896, -191
794975813, 403, 901, -185
795008817, 438, 895, -188
795041813, 461, 885, -198
795074817, 467, 882, -204
795107813, 469, 887, -202
795140817, 477, 885, -192
795173813, 479, 886, -183
795206817, 479, 887, -176
795239813, 472, 884, -186
795272817, 469, 885, -183
795305813, 461, 885, -178
795338817, 466, 884, -171
795371813, 471, 886, -163
795404817, 466, 886, -165
795437813, 456, 877, -183
795470817, 446, 866, -185
795503813, 445, 861, -172
795536817, 443, 873, -155
795569813, 432, 877, -154
795602817, 412, 871, -163
795635813, 409, 869, -162
795668817, 413, 892, -161
795701813, 420, 904, -166
795734817, 430, 897, -170
795767813, 447, 884, -179
795800817, 451, 882, -196
795833813, 448, 876, -203
795866817, 453, 871, -200
795899813, 474, 881, -177
795932817, 485, 879, -174
795965813, 492, 868, -185
795998817, 475, 874, -186
796031813, 468, 886, -172
796064817, 461, 896, -160
796097813, 451, 888, -168
796130817, 445, 883, -172
796163813, 435, 883, -170
796196817, 437, 885, -168
796229813, 438, 889, -170
796262817, 441, 891, -164
796295813, 438, 891, -160
796328817, 435, 886, -161
796361813, 431, 887, -164
796394817, 431, 886, -167
796427813, 427, 889, -169
796460817, 439, 878, -165
796493813, 448, 874, -164
796526817, 460, 884, -159
796559813, 461, 891, -162
796592817, 458, 887, -159
796625813, 464, 876, -160
796658817, 463, 893, -157
796691813, 461, 895, -160
796724817, 471, 872, -166
796757813, 473, 878, -166
796790817, 465, 889, -164
796823813, 461, 891, -167
796856817, 466, 876, -161
796889813, 478, 868, -154
796922817, 471, 881, -154
796955813, 468, 884, -148
796988817, 470, 873, -153
797021813, 469, 872, -155
797054817, 469, 872, -151
797087813, 465, 871, -146
797120817, 468, 878, -143
797153813, 472, 878, -145
797186817, 472, 875, -149
797219813, 458, 877, -150
797252817, 456, 881, -145
797285813, 457, 882, -136
797318817, 462, 876, -143
797351813, 464, 874, -152
797384817, 455, 874, -161
797417813, 455, 880, -159
797450817, 450, 887, -156
797483813, 447, 883, -158
797516817, 454, 875, -163
797549813, 466, 872, -163
797582817, 469, 874, -163
797615813, 471, 877, -159
797648817, 473, 880, -151
797681813, 474, 877, -142
797714817, 473, 879, -147
797747813, 464, 886, -147
797780817, 471, 870, -148
797813813, 471, 872, -147
797846817, 463, 888, -140
797879813, 460, 889, -137
797912817, 462, 886, -138
797945813, 469, 874, -142
797978817, 469, 874, -153
798011813, 458, 883, -154
798044817, 460, 879, -145
798077813, 465, 880, -133
798110817, 466, 881, -139
798143813, 458, 878, -161
798176817, 459, 875, -157
798209813, 470, 877, -148
798242817, 479, 882, -136
798275813, 478, 882, -133
798308817, 473, 873, -151
798341813, 464, 869, -163
798374817, 464, 873, -157
798407813, 469, 884, -133
798440817, 467, 887, -127
798473813, 466, 884, -128
798506817, 461, 883, -139
798539813, 463, 879, -137
798572817, 465, 880, -134
798605813, 461, 883, -133
798638817, 461, 877, -141
798671813, 463, 878, -142
798704817, 465, 881, -142
798737813, 466, 882, -142
798770817, 468, 878, -142
798803813, 462, 882, -144
798836817, 465, 881, -142
798869813, 470, 877, -139
798902817, 469, 883, -139
798935813, 469, 880, -138
798968817, 471, 877, -141
799001813, 471, 877, -140
799034817, 468, 876, -138
799067813, 467, 890, -129
799100817, 470, 878, -133
799133813, 472, 869, -139
799166817, 467, 872, -144
799199813, 463, 882, -134
799232817, 472, 884, -128
799265813, 479, 876, -132
799298817, 477, 871, -131
799331813, 471, 880, -123
799364817, 454, 888, -117
799397813, 453, 886, -125
799430817, 452, 883, -130
799463813, 457, 882, -143
799496817, 461, 880, -142
799529813, 461, 880, -133
799562817, 457, 882, -136
799595813, 451, 889, -141
799628817, 449, 894, -141
799661813, 465, 888, -134
799694817, 468, 884, -138
799727813, 468, 879, -155
799760817, 463, 877, -154
799793813, 468, 879, -145
799826817, 476, 878, -133
799859813, 478, 880, -133
799892817, 478, 879, -132
799925813, 479, 876, -119
799958817, 480, 875, -116
799991813, 468, 881, -120
800024817, 457, 867, -132
800057813, 465, 861, -111
800090817, 469, 877, -102
800123813, 463, 885, -105
800156817, 474, 880, -116
800189813, 480, 886, -120
800222817, 468, 874, -131
800255813, 447, 889, -131
800288817, 429, 900, -131
800321813, 460, 879, -135
800354817, 469, 880, -137
800387813, 470, 882, -149
800420817, 476, 879, -143
